variant,mIoU,delta_mIoU,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,picture_to_wall,delta_picture_to_wall
phrd_s4_mean_top_gap_thr0p6_a0p25,0.4090475988786627,-4.361747618919498e-06,0.2900479261492504,0.00031670606753547714,0.6315789473683857,0.003007518796992348,0.024793388429752067,-0.001180637544273909
phrd_s8_mean_top_gap_thr0p8_a0p25,0.4090470687871418,-4.891839139820053e-06,0.2898040103842359,7.27903025209975e-05,0.629276500280391,0.0007050717089975844,0.025974025974025976,0.0
phrd_s8_mean_conf_thr0p95_a0p1,0.4090425106135959,-9.450012685707776e-06,0.2897451859182863,1.3965836571372403e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_conf_thr0p9_a0p25,0.409039706458839,-1.2254167442604658e-05,0.28982720094769104,9.598086597611966e-05,0.6291316526610292,0.0005602240896358524,0.024793388429752067,-0.001180637544273909
phrd_s4_mean_conf_thr0p7_a0p25,0.4090322328084066,-1.9727817875014875e-05,0.28984439341639995,0.00011317333468502389,0.6327557294577623,0.004184300886368897,0.024203069657615112,-0.0017709563164108634
phrd_s4_mean_top_gap_thr0p95_a0p75,0.4090318113046091,-2.0149321672546794e-05,0.28971836396734696,-1.2856114367965077e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_pred_agreement_thr0p95_a0p1,0.4090213971176321,-3.0563508649550375e-05,0.2897067730809328,-2.444700078213513e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p8_a0p25,0.4090194789081484,-3.248171813324818e-05,0.2895247585754802,-0.00020646150623471193,0.6291316526610292,0.0005602240896358524,0.024793388429752067,-0.001180637544273909
phrd_s4_region_conf_thr0p95_a0p75,0.4090192280081178,-3.2732618163833216e-05,0.2897173724930539,-1.3847588661020094e-05,0.6285714285713934,0.0,0.023612750885478158,-0.002361275088547818
phrd_s4_region_conf_thr0p95_a1p0,0.4090192280081178,-3.2732618163833216e-05,0.2897173724930539,-1.3847588661020094e-05,0.6285714285713934,0.0,0.023612750885478158,-0.002361275088547818
phrd_s4_mean_top_gap_thr0p95_a1p0,0.4090159893244999,-3.5971301781734244e-05,0.28968710453235397,-4.411554936095685e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
